match_id,team_a,team_b,stage,scenario,strategy_type,scenario_roi,roi_lift,risk_score,risk_level,roi_ci_low,roi_ci_high,recommendation_reason,strategy_recommendation,scenario_rank
26,Netherlands,Switzerland,tournament,player_risk_defense,conservative,3.621,-0.08,0.381,medium,3.371,3.871,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
26,Netherlands,Switzerland,tournament,knockout_takeover,aggressive,3.927,0.226,0.481,medium,3.612,4.242,Capture knockout-stage attention when the upside justifies higher variance.,Recommended: Capture knockout-stage attention when the upside justifies higher variance.,1
27,Austria,Hungary,tournament,conservative_efficiency,conservative,3.029,-0.002,0.255,low,2.822,3.236,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
27,Austria,Hungary,tournament,balanced_activation,balanced,3.073,0.042,0.355,low,2.829,3.317,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
27,Austria,Hungary,tournament,aggressive_media_surge,aggressive,3.193,0.162,0.495,medium,2.882,3.504,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
27,Austria,Hungary,tournament,player_risk_defense,conservative,2.951,-0.08,0.435,medium,2.683,3.219,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
27,Austria,Hungary,tournament,knockout_takeover,aggressive,3.257,0.226,0.535,medium,2.924,3.59,Capture knockout-stage attention when the upside justifies higher variance.,Conditional: Capture knockout-stage attention when the upside justifies higher variance. Monitor fan sentiment and player availability.,1
28,Czechoslovakia,Switzerland,tournament,conservative_efficiency,conservative,3.438,-0.002,0.18,low,3.257,3.619,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
28,Czechoslovakia,Switzerland,tournament,balanced_activation,balanced,3.482,0.042,0.28,low,3.263,3.701,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
28,Czechoslovakia,Switzerland,tournament,aggressive_media_surge,aggressive,3.602,0.162,0.42,medium,3.317,3.887,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
28,Czechoslovakia,Switzerland,tournament,player_risk_defense,conservative,3.36,-0.08,0.36,low,3.118,3.602,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
28,Czechoslovakia,Switzerland,tournament,knockout_takeover,aggressive,3.666,0.226,0.46,medium,3.358,3.974,Capture knockout-stage attention when the upside justifies higher variance.,Recommended: Capture knockout-stage attention when the upside justifies higher variance.,1
29,Germany,Sweden,tournament,conservative_efficiency,conservative,3.598,-0.002,0.22,low,3.403,3.793,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
29,Germany,Sweden,tournament,balanced_activation,balanced,3.642,0.042,0.32,low,3.41,3.874,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
29,Germany,Sweden,tournament,aggressive_media_surge,aggressive,3.762,0.162,0.46,medium,3.463,4.061,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
29,Germany,Sweden,tournament,player_risk_defense,conservative,3.52,-0.08,0.4,medium,3.264,3.776,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
29,Germany,Sweden,tournament,knockout_takeover,aggressive,3.826,0.226,0.5,medium,3.505,4.147,Capture knockout-stage attention when the upside justifies higher variance.,Conditional: Capture knockout-stage attention when the upside justifies higher variance. Monitor fan sentiment and player availability.,1
30,Italy,Spain,tournament,conservative_efficiency,conservative,3.658,-0.002,0.249,low,3.453,3.863,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
30,Italy,Spain,tournament,balanced_activation,balanced,3.702,0.042,0.349,low,3.46,3.944,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
30,Italy,Spain,tournament,aggressive_media_surge,aggressive,3.822,0.162,0.489,medium,3.513,4.131,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
30,Italy,Spain,tournament,player_risk_defense,conservative,3.58,-0.08,0.429,medium,3.314,3.846,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
30,Italy,Spain,tournament,knockout_takeover,aggressive,3.886,0.226,0.529,medium,3.555,4.217,Capture knockout-stage attention when the upside justifies higher variance.,Conditional: Capture knockout-stage attention when the upside justifies higher variance. Monitor fan sentiment and player availability.,1
31,Italy,Spain,tournament,conservative_efficiency,conservative,3.706,-0.002,0.204,low,3.517,3.895,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
31,Italy,Spain,tournament,balanced_activation,balanced,3.75,0.042,0.304,low,3.523,3.977,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
31,Italy,Spain,tournament,aggressive_media_surge,aggressive,3.87,0.162,0.444,medium,3.577,4.163,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
31,Italy,Spain,tournament,player_risk_defense,conservative,3.628,-0.08,0.384,medium,3.377,3.879,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
31,Italy,Spain,tournament,knockout_takeover,aggressive,3.934,0.226,0.484,medium,3.618,4.25,Capture knockout-stage attention when the upside justifies higher variance.,Recommended: Capture knockout-stage attention when the upside justifies higher variance.,1
32,Czechoslovakia,Germany,tournament,conservative_efficiency,conservative,3.387,-0.002,0.211,low,3.195,3.579,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
32,Czechoslovakia,Germany,tournament,balanced_activation,balanced,3.431,0.042,0.311,low,3.202,3.66,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
32,Czechoslovakia,Germany,tournament,aggressive_media_surge,aggressive,3.551,0.162,0.451,medium,3.255,3.847,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
32,Czechoslovakia,Germany,tournament,player_risk_defense,conservative,3.309,-0.08,0.391,medium,3.056,3.562,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
32,Czechoslovakia,Germany,tournament,knockout_takeover,aggressive,3.615,0.226,0.491,medium,3.297,3.933,Capture knockout-stage attention when the upside justifies higher variance.,Recommended: Capture knockout-stage attention when the upside justifies higher variance.,1
33,Italy,Austria,tournament,conservative_efficiency,conservative,3.653,-0.002,0.186,low,3.47,3.836,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
33,Italy,Austria,tournament,balanced_activation,balanced,3.697,0.042,0.286,low,3.476,3.918,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
33,Italy,Austria,tournament,aggressive_media_surge,aggressive,3.817,0.162,0.426,medium,3.53,4.104,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
33,Italy,Austria,tournament,player_risk_defense,conservative,3.575,-0.08,0.366,low,3.331,3.819,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
33,Italy,Austria,tournament,knockout_takeover,aggressive,3.881,0.226,0.466,medium,3.571,4.191,Capture knockout-stage attention when the upside justifies higher variance.,Recommended: Capture knockout-stage attention when the upside justifies higher variance.,1
34,Austria,Germany,tournament,conservative_efficiency,conservative,3.178,-0.002,0.306,low,2.954,3.402,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
34,Austria,Germany,tournament,balanced_activation,balanced,3.222,0.042,0.406,medium,2.96,3.484,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
34,Austria,Germany,tournament,aggressive_media_surge,aggressive,3.342,0.162,0.546,medium,3.014,3.67,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
34,Austria,Germany,tournament,player_risk_defense,conservative,3.1,-0.08,0.486,medium,2.815,3.385,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
34,Austria,Germany,tournament,knockout_takeover,aggressive,3.406,0.226,0.586,medium,3.055,3.757,Capture knockout-stage attention when the upside justifies higher variance.,Conditional: Capture knockout-stage attention when the upside justifies higher variance. Monitor fan sentiment and player availability.,1
35,Italy,Czechoslovakia,tournament,conservative_efficiency,conservative,3.736,-0.002,0.226,low,3.539,3.933,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
35,Italy,Czechoslovakia,tournament,balanced_activation,balanced,3.78,0.042,0.326,low,3.546,4.014,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
35,Italy,Czechoslovakia,tournament,aggressive_media_surge,aggressive,3.9,0.162,0.466,medium,3.599,4.201,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
35,Italy,Czechoslovakia,tournament,player_risk_defense,conservative,3.658,-0.08,0.406,medium,3.4,3.916,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
35,Italy,Czechoslovakia,tournament,knockout_takeover,aggressive,3.964,0.226,0.506,medium,3.64,4.288,Capture knockout-stage attention when the upside justifies higher variance.,Conditional: Capture knockout-stage attention when the upside justifies higher variance. Monitor fan sentiment and player availability.,1
36,Germany,Switzerland,tournament,conservative_efficiency,conservative,3.686,-0.002,0.196,low,3.499,3.873,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
36,Germany,Switzerland,tournament,balanced_activation,balanced,3.73,0.042,0.296,low,3.506,3.954,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
36,Germany,Switzerland,tournament,aggressive_media_surge,aggressive,3.85,0.162,0.436,medium,3.559,4.141,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
36,Germany,Switzerland,tournament,player_risk_defense,conservative,3.608,-0.08,0.376,low,3.36,3.856,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
36,Germany,Switzerland,tournament,knockout_takeover,aggressive,3.914,0.226,0.476,medium,3.601,4.227,Capture knockout-stage attention when the upside justifies higher variance.,Recommended: Capture knockout-stage attention when the upside justifies higher variance.,1
37,Brazil,Poland,tournament,conservative_efficiency,conservative,4.246,-0.002,0.259,low,4.038,4.454,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
37,Brazil,Poland,tournament,balanced_activation,balanced,4.29,0.042,0.359,low,4.044,4.536,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
37,Brazil,Poland,tournament,aggressive_media_surge,aggressive,4.41,0.162,0.499,medium,4.098,4.722,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
37,Brazil,Poland,tournament,player_risk_defense,conservative,4.168,-0.08,0.439,medium,3.899,4.437,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
37,Brazil,Poland,tournament,knockout_takeover,aggressive,4.474,0.226,0.539,medium,4.139,4.809,Capture knockout-stage attention when the upside justifies higher variance.,Conditional: Capture knockout-stage attention when the upside justifies higher variance. Monitor fan sentiment and player availability.,1
38,Cuba,Romania,tournament,conservative_efficiency,conservative,3.049,-0.002,0.172,low,2.871,3.227,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
38,Cuba,Romania,tournament,balanced_activation,balanced,3.093,0.042,0.272,low,2.877,3.309,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
38,Cuba,Romania,tournament,aggressive_media_surge,aggressive,3.213,0.162,0.412,medium,2.931,3.495,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
38,Cuba,Romania,tournament,player_risk_defense,conservative,2.971,-0.08,0.352,low,2.731,3.211,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
38,Cuba,Romania,tournament,knockout_takeover,aggressive,3.277,0.226,0.452,medium,2.972,3.582,Capture knockout-stage attention when the upside justifies higher variance.,Recommended: Capture knockout-stage attention when the upside justifies higher variance.,1
39,Czechoslovakia,Netherlands,tournament,conservative_efficiency,conservative,3.342,-0.002,0.239,low,3.141,3.543,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
39,Czechoslovakia,Netherlands,tournament,balanced_activation,balanced,3.386,0.042,0.339,low,3.147,3.625,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
39,Czechoslovakia,Netherlands,tournament,aggressive_media_surge,aggressive,3.506,0.162,0.479,medium,3.201,3.811,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
39,Czechoslovakia,Netherlands,tournament,player_risk_defense,conservative,3.264,-0.08,0.419,medium,3.002,3.526,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
39,Czechoslovakia,Netherlands,tournament,knockout_takeover,aggressive,3.57,0.226,0.519,medium,3.242,3.898,Capture knockout-stage attention when the upside justifies higher variance.,Conditional: Capture knockout-stage attention when the upside justifies higher variance. Monitor fan sentiment and player availability.,1
40,France,Belgium,tournament,conservative_efficiency,conservative,3.779,-0.002,0.255,low,3.572,3.986,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
40,France,Belgium,tournament,balanced_activation,balanced,3.823,0.042,0.355,low,3.579,4.067,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
40,France,Belgium,tournament,aggressive_media_surge,aggressive,3.943,0.162,0.495,medium,3.632,4.254,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
40,France,Belgium,tournament,player_risk_defense,conservative,3.701,-0.08,0.435,medium,3.433,3.969,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
40,France,Belgium,tournament,knockout_takeover,aggressive,4.007,0.226,0.535,medium,3.674,4.34,Capture knockout-stage attention when the upside justifies higher variance.,Conditional: Capture knockout-stage attention when the upside justifies higher variance. Monitor fan sentiment and player availability.,1
41,Hungary,Indonesia,tournament,conservative_efficiency,conservative,3.995,-0.002,0.211,low,3.803,4.187,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
41,Hungary,Indonesia,tournament,balanced_activation,balanced,4.039,0.042,0.311,low,3.81,4.268,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
41,Hungary,Indonesia,tournament,aggressive_media_surge,aggressive,4.159,0.162,0.451,medium,3.863,4.455,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
41,Hungary,Indonesia,tournament,player_risk_defense,conservative,3.917,-0.08,0.391,medium,3.664,4.17,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
41,Hungary,Indonesia,tournament,knockout_takeover,aggressive,4.223,0.226,0.491,medium,3.905,4.541,Capture knockout-stage attention when the upside justifies higher variance.,Recommended: Capture knockout-stage attention when the upside justifies higher variance.,1
42,Italy,Norway,tournament,conservative_efficiency,conservative,3.847,-0.002,0.226,low,3.65,4.044,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
42,Italy,Norway,tournament,balanced_activation,balanced,3.891,0.042,0.326,low,3.657,4.125,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
42,Italy,Norway,tournament,aggressive_media_surge,aggressive,4.011,0.162,0.466,medium,3.71,4.312,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
42,Italy,Norway,tournament,player_risk_defense,conservative,3.769,-0.08,0.406,medium,3.511,4.027,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
42,Italy,Norway,tournament,knockout_takeover,aggressive,4.075,0.226,0.506,medium,3.751,4.399,Capture knockout-stage attention when the upside justifies higher variance.,Conditional: Capture knockout-stage attention when the upside justifies higher variance. Monitor fan sentiment and player availability.,1
43,Cuba,Romania,tournament,conservative_efficiency,conservative,2.846,-0.002,0.178,low,2.665,3.027,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
43,Cuba,Romania,tournament,balanced_activation,balanced,2.89,0.042,0.278,low,2.672,3.108,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
43,Cuba,Romania,tournament,aggressive_media_surge,aggressive,3.01,0.162,0.418,medium,2.725,3.295,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
43,Cuba,Romania,tournament,player_risk_defense,conservative,2.768,-0.08,0.358,low,2.526,3.01,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
43,Cuba,Romania,tournament,knockout_takeover,aggressive,3.074,0.226,0.458,medium,2.767,3.381,Capture knockout-stage attention when the upside justifies higher variance.,Recommended: Capture knockout-stage attention when the upside justifies higher variance.,1
44,Germany,Switzerland,tournament,conservative_efficiency,conservative,3.712,-0.002,0.19,low,3.527,3.897,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
44,Germany,Switzerland,tournament,balanced_activation,balanced,3.756,0.042,0.29,low,3.534,3.978,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
44,Germany,Switzerland,tournament,aggressive_media_surge,aggressive,3.876,0.162,0.43,medium,3.587,4.165,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
44,Germany,Switzerland,tournament,player_risk_defense,conservative,3.634,-0.08,0.37,low,3.388,3.88,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
44,Germany,Switzerland,tournament,knockout_takeover,aggressive,3.94,0.226,0.47,medium,3.629,4.251,Capture knockout-stage attention when the upside justifies higher variance.,Recommended: Capture knockout-stage attention when the upside justifies higher variance.,1
45,Brazil,Czechoslovakia,tournament,conservative_efficiency,conservative,3.957,-0.002,0.266,low,3.747,4.167,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
45,Brazil,Czechoslovakia,tournament,balanced_activation,balanced,4.001,0.042,0.366,low,3.753,4.249,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
45,Brazil,Czechoslovakia,tournament,aggressive_media_surge,aggressive,4.121,0.162,0.506,medium,3.807,4.435,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
45,Brazil,Czechoslovakia,tournament,player_risk_defense,conservative,3.879,-0.08,0.446,medium,3.607,4.151,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
45,Brazil,Czechoslovakia,tournament,knockout_takeover,aggressive,4.185,0.226,0.546,medium,3.848,4.522,Capture knockout-stage attention when the upside justifies higher variance.,Conditional: Capture knockout-stage attention when the upside justifies higher variance. Monitor fan sentiment and player availability.,1
46,Cuba,Sweden,tournament,conservative_efficiency,conservative,2.981,-0.002,0.142,low,2.813,3.149,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
46,Cuba,Sweden,tournament,balanced_activation,balanced,3.025,0.042,0.242,low,2.819,3.231,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
46,Cuba,Sweden,tournament,aggressive_media_surge,aggressive,3.145,0.162,0.382,medium,2.873,3.417,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
46,Cuba,Sweden,tournament,player_risk_defense,conservative,2.903,-0.08,0.322,low,2.674,3.132,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
46,Cuba,Sweden,tournament,knockout_takeover,aggressive,3.209,0.226,0.422,medium,2.914,3.504,Capture knockout-stage attention when the upside justifies higher variance.,Recommended: Capture knockout-stage attention when the upside justifies higher variance.,1
47,France,Italy,tournament,conservative_efficiency,conservative,3.831,-0.002,0.209,low,3.64,4.022,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
47,France,Italy,tournament,balanced_activation,balanced,3.875,0.042,0.309,low,3.646,4.104,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
47,France,Italy,tournament,aggressive_media_surge,aggressive,3.995,0.162,0.449,medium,3.7,4.29,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
47,France,Italy,tournament,player_risk_defense,conservative,3.753,-0.08,0.389,medium,3.501,4.005,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
47,France,Italy,tournament,knockout_takeover,aggressive,4.059,0.226,0.489,medium,3.741,4.377,Capture knockout-stage attention when the upside justifies higher variance.,Recommended: Capture knockout-stage attention when the upside justifies higher variance.,1
48,Hungary,Switzerland,tournament,conservative_efficiency,conservative,3.943,-0.002,0.28,low,3.728,4.158,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
48,Hungary,Switzerland,tournament,balanced_activation,balanced,3.987,0.042,0.38,low,3.734,4.24,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
48,Hungary,Switzerland,tournament,aggressive_media_surge,aggressive,4.107,0.162,0.52,medium,3.788,4.426,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
48,Hungary,Switzerland,tournament,player_risk_defense,conservative,3.865,-0.08,0.46,medium,3.589,4.141,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
48,Hungary,Switzerland,tournament,knockout_takeover,aggressive,4.171,0.226,0.56,medium,3.829,4.513,Capture knockout-stage attention when the upside justifies higher variance.,Conditional: Capture knockout-stage attention when the upside justifies higher variance. Monitor fan sentiment and player availability.,1
49,Brazil,Czechoslovakia,tournament,conservative_efficiency,conservative,3.997,-0.002,0.25,low,3.792,4.202,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
49,Brazil,Czechoslovakia,tournament,balanced_activation,balanced,4.041,0.042,0.35,low,3.799,4.284,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
49,Brazil,Czechoslovakia,tournament,aggressive_media_surge,aggressive,4.161,0.162,0.49,medium,3.852,4.47,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
49,Brazil,Czechoslovakia,tournament,player_risk_defense,conservative,3.919,-0.08,0.43,medium,3.653,4.185,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
49,Brazil,Czechoslovakia,tournament,knockout_takeover,aggressive,4.225,0.226,0.53,medium,3.893,4.557,Capture knockout-stage attention when the upside justifies higher variance.,Conditional: Capture knockout-stage attention when the upside justifies higher variance. Monitor fan sentiment and player availability.,1
50,Brazil,Italy,tournament,conservative_efficiency,conservative,3.945,-0.002,0.235,low,3.745,4.145,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
50,Brazil,Italy,tournament,balanced_activation,balanced,3.989,0.042,0.335,low,3.752,4.226,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
50,Brazil,Italy,tournament,aggressive_media_surge,aggressive,4.109,0.162,0.475,medium,3.805,4.413,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
50,Brazil,Italy,tournament,player_risk_defense,conservative,3.867,-0.08,0.415,medium,3.606,4.128,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
50,Brazil,Italy,tournament,knockout_takeover,aggressive,4.173,0.226,0.515,medium,3.846,4.5,Capture knockout-stage attention when the upside justifies higher variance.,Conditional: Capture knockout-stage attention when the upside justifies higher variance. Monitor fan sentiment and player availability.,1
51,Hungary,Sweden,tournament,conservative_efficiency,conservative,3.858,-0.002,0.205,low,3.668,4.048,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
51,Hungary,Sweden,tournament,balanced_activation,balanced,3.902,0.042,0.305,low,3.675,4.129,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
51,Hungary,Sweden,tournament,aggressive_media_surge,aggressive,4.022,0.162,0.445,medium,3.728,4.316,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
51,Hungary,Sweden,tournament,player_risk_defense,conservative,3.78,-0.08,0.385,medium,3.529,4.031,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
51,Hungary,Sweden,tournament,knockout_takeover,aggressive,4.086,0.226,0.485,medium,3.77,4.402,Capture knockout-stage attention when the upside justifies higher variance.,Recommended: Capture knockout-stage attention when the upside justifies higher variance.,1
52,Brazil,Sweden,tournament,conservative_efficiency,conservative,4.061,-0.002,0.284,low,3.844,4.278,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
52,Brazil,Sweden,tournament,balanced_activation,balanced,4.105,0.042,0.384,medium,3.851,4.359,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
